,State,County,% Adults with Obesity,Food Environment Index,% Physically Inactive,% Limited Access to Healthy Foods,% Frequent Physical Distress,% Frequent Mental Distress,% With Access to Exercise Opportunities,Life Expectancy,Median Household Income,% Uninsured Adults,% Excessive Drinking,POPESTIMATE2022
1696,Nebraska,Chase,37.0,8.2,23.0,1.2867782611901777,9.0,12.0,64.0,79.4,59492.0,1.1982892117100508,23.0,27122.0
1697,Nebraska,Cherry,36.0,7.5,24.0,7.406522518217656,9.0,13.0,66.0,79.3,53533.0,4.58726555967029,23.0,8371.0
1698,Nebraska,Cheyenne,34.0,7.8,23.0,14.369034994697774,8.0,12.0,66.0,77.4,54772.0,13.06998939554613,24.0,3772.0
1699,Nebraska,Clay,36.0,8.1,22.0,9.644948755490484,9.0,12.0,40.0,78.3,64315.0,8.034407027818448,24.0,5464.0
1700,Nebraska,Colfax,36.0,8.2,28.0,10.303858689937966,10.0,12.0,69.0,80.3,69498.0,14.141520344863842,19.0,9511.0
1701,Nebraska,Cuming,37.0,8.7,23.0,7.836005951396925,8.0,12.0,72.0,79.8,66165.0,11.406844106463879,24.0,6049.0
1702,Nebraska,Custer,35.0,7.0,22.0,15.090003829950211,9.0,12.0,53.0,80.3,56531.0,6.137495212562237,24.0,10444.0
1703,Nebraska,Dakota,40.0,8.2,30.0,11.613842535558293,9.0,12.0,87.0,77.6,64231.0,24.112442602755067,18.0,8929.0
1704,Nebraska,Dawes,32.0,7.8,22.0,8.505154639175258,8.0,12.0,90.0,78.4,50905.0,5.28827796869034,23.0,10476.0
1705,Nebraska,Dawson,40.0,7.3,28.0,16.847257865221938,9.0,12.0,83.0,78.3,61817.0,12.17089630263283,20.0,21042.0
1706,Nebraska,Deuel,35.0,7.9,23.0,1.8565708045140152,9.0,13.0,57.0,79.3,51583.0,1.4804028637301299,24.0,8241.0
1707,Nebraska,Dixon,39.0,7.8,24.0,2.6042538938201307,9.0,12.0,17.0,80.2,64943.0,1.8631719979902865,24.0,23884.0
1710,Nebraska,Dundy,35.0,7.0,24.0,0.9325080411925292,9.0,13.0,23.0,77.7,52916.0,0.43787334108170933,22.0,36997.0
1711,Nebraska,Fillmore,37.0,8.3,22.0,0.07026795627695809,8.0,12.0,66.0,80.8,65739.0,0.05338318037545602,24.0,586327.0
1712,Nebraska,Franklin,36.0,6.8,25.0,27.358490566037734,9.0,13.0,39.0,76.0,54192.0,9.245283018867925,24.0,1590.0
1713,Nebraska,Frontier,39.0,7.7,20.0,4.159913560237709,8.0,12.0,61.0,84.3,53735.0,2.2870520439402124,24.0,5553.0
1714,Nebraska,Furnas,37.0,8.6,23.0,1.7403411068569439,9.0,13.0,28.0,78.1,54308.0,11.625478593804385,23.0,2873.0
1715,Nebraska,Gage,39.0,7.4,24.0,70.9077098366882,9.0,13.0,59.0,77.8,56261.0,49.67717432586403,24.0,2633.0
1716,Nebraska,Garden,37.0,7.7,23.0,4.240437158469945,9.0,13.0,8.0,76.0,53240.0,2.3825136612021858,23.0,4575.0
1717,Nebraska,Garfield,37.0,8.7,20.0,0.2779965713756197,8.0,12.0,72.0,79.8,51055.0,0.37529537135708657,24.0,21583.0
1718,Nebraska,Gosper,35.0,8.0,20.0,13.336962438758846,8.0,12.0,26.0,76.8,67263.0,7.512248230811106,23.0,1837.0
1722,Nebraska,Hamilton,37.0,9.0,19.0,11.22586439155815,7.0,12.0,63.0,81.2,73024.0,21.867983834755275,23.0,2227.0
1723,Nebraska,Harlan,36.0,8.5,22.0,0.1401033866370356,8.0,12.0,40.0,81.4,58928.0,0.3349598209253265,23.0,62097.0
1728,Nebraska,Howard,36.0,8.3,21.0,3.1962560987752666,8.0,12.0,48.0,78.1,70906.0,3.056855521258588,25.0,10043.0
1730,Nebraska,Johnson,34.0,8.2,25.0,4.681504221028396,8.0,11.0,57.0,77.6,50886.0,4.036838066001535,25.0,6515.0
1731,Nebraska,Kearney,37.0,8.8,22.0,0.5032149846239866,8.0,12.0,62.0,79.2,72694.0,4.724629577858541,24.0,7154.0
1732,Nebraska,Keith,33.0,7.6,24.0,10.894647247966711,9.0,13.0,71.0,79.1,53637.0,9.589559296387366,22.0,5287.0
1734,Nebraska,Kimball,36.0,8.1,26.0,1.4512032893941227,10.0,13.0,76.0,73.7,52460.0,3.398234369331237,22.0,8269.0
1737,Nebraska,Lincoln,40.0,8.3,22.0,13.651631477927062,9.0,12.0,85.0,77.8,61702.0,26.031669865642993,21.0,8336.0
1743,Nebraska,Morrill,36.0,6.9,25.0,2.570119882379552,9.0,12.0,74.0,76.9,52933.0,1.1083465279348563,23.0,35368.0
1744,Nebraska,Nance,36.0,8.5,22.0,0.6346328195829556,9.0,13.0,65.0,76.1,56880.0,2.3313042352026936,25.0,7721.0
1745,Nebraska,Nemaha,37.0,8.2,23.0,2.010161254694058,9.0,13.0,58.0,77.0,56658.0,8.65915617406671,22.0,4527.0
1746,Nebraska,Nuckolls,36.0,7.5,23.0,18.340348767288035,9.0,13.0,50.0,77.6,59602.0,7.245941070354781,24.0,3326.0
1747,Nebraska,Otoe,41.0,6.6,24.0,43.866382373845056,8.0,12.0,71.0,80.3,67595.0,12.79317697228145,22.0,7035.0
1748,Nebraska,Pawnee,40.0,7.6,27.0,3.711952487008166,10.0,14.0,2.0,76.9,50501.0,3.6872061370947784,22.0,4041.0
1749,Nebraska,Perkins,37.0,8.4,21.0,1.3458451660698851,8.0,12.0,50.0,79.2,61156.0,1.25941474256081,23.0,16198.0
1750,Nebraska,Phelps,37.0,8.1,22.0,16.693037974683545,8.0,12.0,45.0,80.0,66986.0,20.76740506329114,23.0,2528.0
1751,Nebraska,Pierce,35.0,7.9,22.0,25.13255567338282,8.0,12.0,56.0,81.1,64607.0,11.52350653941322,25.0,2829.0
1752,Nebraska,Platte,36.0,8.7,23.0,13.59590565198042,8.0,12.0,82.0,79.7,70177.0,26.935914552736982,26.0,8988.0
1753,Nebraska,Polk,34.0,8.8,23.0,1.050190943807965,8.0,12.0,47.0,77.4,69503.0,5.16912165848336,25.0,7332.0
1754,Nebraska,Red Willow,39.0,6.8,22.0,6.198973641240961,8.0,12.0,79.0,78.1,63958.0,1.9273384651271284,23.0,34296.0
1755,Nebraska,Richardson,39.0,7.5,25.0,15.737514518002325,9.0,13.0,29.0,77.4,54044.0,11.866047231900891,21.0,5166.0
1757,Nebraska,Saline,37.0,7.8,27.0,20.97339390006489,10.0,12.0,72.0,79.0,63187.0,15.158987670343931,21.0,7705.0
1759,Nebraska,Saunders,33.0,8.4,20.0,9.110229526778124,8.0,12.0,49.0,78.8,78689.0,8.238877869084726,27.0,14116.0
1760,Nebraska,Scotts Bluff,38.0,8.2,25.0,0.37038356066811495,9.0,13.0,83.0,76.0,53206.0,1.572095058330323,19.0,196553.0
1761,Nebraska,Seward,35.0,8.2,20.0,5.3464832597975605,8.0,12.0,60.0,79.2,75305.0,3.3437148542261443,23.0,23118.0
1762,Nebraska,Sheridan,38.0,6.8,26.0,1.5897536724433332,10.0,13.0,35.0,76.5,47543.0,1.1824846220824088,22.0,35603.0
1763,Nebraska,Sherman,37.0,8.1,22.0,0.8761021930816189,9.0,12.0,51.0,80.7,54771.0,0.8478408320144699,25.0,17692.0
1765,Nebraska,Stanton,36.0,9.0,21.0,3.2550335570469797,8.0,12.0,40.0,80.2,71709.0,10.87248322147651,24.0,2980.0
1768,Nebraska,Thurston,43.0,7.5,30.0,1.8833162743091096,12.0,15.0,41.0,66.6,52202.0,16.294779938587514,22.0,4885.0
1769,Nebraska,Valley,34.0,8.4,21.0,28.166915052160952,8.0,12.0,69.0,81.3,52336.0,41.132637853949326,25.0,671.0
1770,Nebraska,Washington,34.0,8.5,19.0,15.460273551559858,7.0,11.0,46.0,81.0,100572.0,15.076071922544951,26.0,6507.0
1771,Nebraska,Wayne,36.0,8.7,20.0,5.7451509943530565,8.0,12.0,40.0,83.2,59787.0,12.153204026516082,26.0,4073.0
1772,Nebraska,Webster,40.0,7.5,23.0,2.456654225917702,9.0,12.0,63.0,77.0,58161.0,0.8740019842207211,23.0,21167.0
1774,Nebraska,York,37.0,8.3,21.0,22.72182254196643,8.0,12.0,71.0,79.7,64531.0,20.593525179856115,24.0,3336.0
1776,Nevada,Churchill,33.0,7.9,22.0,10.011146718684687,11.0,17.0,68.0,74.2,67716.0,17.270447262087224,21.0,14354.0
1777,Nevada,Clark,31.0,7.3,26.0,3.1849043921338596,12.0,17.0,96.0,78.4,63735.0,7.221065576762588,19.0,3177772.0
1778,Nevada,Douglas,30.0,7.4,19.0,21.893742986495376,9.0,15.0,81.0,81.1,74053.0,13.125411136477963,24.0,25843.0
1779,Nevada,Elko,32.0,8.4,24.0,0.08588088171038556,11.0,16.0,78.0,78.5,81466.0,0.22242933122684824,23.0,2322985.0
1781,Nevada,Eureka,34.0,7.6,25.0,0.22943418569366836,12.0,17.0,26.0,79.0,80084.0,0.17392591496132925,22.0,54046.0
1783,Nevada,Lander,35.0,8.5,26.0,12.936124530327428,13.0,18.0,83.0,75.6,85773.0,28.073000536768657,21.0,1863.0
1784,Nevada,Lincoln,30.0,7.4,22.0,4.515979620194535,11.0,17.0,32.0,81.8,64304.0,2.066929133858268,22.0,17272.0
1786,Nevada,Mineral,37.0,4.7,29.0,34.85051316376618,15.0,19.0,93.0,71.6,53515.0,7.474341811691209,19.0,4482.0
1787,Nevada,Nye,35.0,4.1,26.0,24.41341235690509,13.0,18.0,22.0,74.1,59282.0,5.931639197856621,22.0,61585.0
1788,Nevada,Pershing,33.0,8.5,25.0,6.607734806629834,11.0,16.0,23.0,77.7,52412.0,9.01657458563536,23.0,4525.0
1789,Nevada,Storey,29.0,8.6,19.0,0.007307537725163506,10.0,16.0,32.0,82.9,79281.0,0.5151814096240273,23.0,54738.0
1791,Nevada,White Pine,33.0,7.5,24.0,29.952038369304557,12.0,16.0,59.0,79.7,63070.0,16.0431654676259,21.0,4170.0
1792,Nevada,Carson City,34.0,8.0,23.0,0.30538807637721566,11.0,16.0,99.0,74.4,64869.0,1.1498857562733393,20.0,496745.0
1794,New Hampshire,Belknap,34.0,8.7,21.0,2.3309822810940997,9.0,15.0,73.0,77.1,75781.0,6.953380354378118,22.0,58130.0
1795,New Hampshire,Carroll,29.0,8.8,19.0,0.015481307396409627,9.0,15.0,74.0,79.7,66874.0,0.23831179209750933,22.0,1395231.0
1796,New Hampshire,Cheshire,31.0,8.5,19.0,5.038514379216128,9.0,16.0,68.0,79.6,67883.0,6.525061360584123,22.0,64781.0
1797,New Hampshire,Coos,36.0,7.8,23.0,3.279756317170827,11.0,17.0,64.0,77.2,53602.0,3.718462039502672,23.0,52199.0
1798,New Hampshire,Grafton,32.0,8.6,17.0,2.8868778280542986,9.0,15.0,85.0,80.7,77378.0,6.963154492566257,20.0,77350.0
1799,New Hampshire,Hillsborough,29.0,8.7,20.0,51.89182326053834,9.0,14.0,87.0,79.4,90806.0,77.5298374809548,21.0,31504.0
1800,New Hampshire,Merrimack,28.0,8.9,17.0,4.967846717731493,9.0,15.0,86.0,79.5,80842.0,9.407852863068717,22.0,91126.0
1801,New Hampshire,Rockingham,29.0,8.9,16.0,3.6031917936023476,8.0,14.0,88.0,80.8,104281.0,3.3917495323422266,23.0,426594.0
1802,New Hampshire,Strafford,30.0,8.4,20.0,4.471221638251506,10.0,16.0,91.0,78.2,91928.0,4.943596974746827,22.0,156020.0
1803,New Hampshire,Sullivan,33.0,8.0,20.0,1.1599003205770386,10.0,15.0,76.0,79.7,64919.0,0.7998772791023843,21.0,319424.0
1805,New Jersey,Atlantic,32.0,7.0,23.0,48.86482551526457,10.0,15.0,93.0,76.7,65693.0,37.72009645570772,18.0,43958.0
1806,New Jersey,Bergen,23.0,9.1,18.0,0.08744615863676848,6.0,13.0,99.0,82.1,104777.0,0.5159420533964665,19.0,9261699.0
1807,New Jersey,Burlington,30.0,8.8,18.0,8.19262946328155,8.0,14.0,93.0,79.1,94043.0,6.236077754155813,19.0,275638.0
1808,New Jersey,Camden,31.0,8.1,22.0,2.39969275873901,9.0,15.0,94.0,76.7,77675.0,2.8929786767429486,20.0,952997.0
1809,New Jersey,Cape May,29.0,7.4,19.0,1.824703981737942,9.0,15.0,90.0,76.9,74896.0,1.0823787875212132,23.0,466103.0
1810,New Jersey,Cumberland,36.0,7.2,31.0,3.492428182516141,11.0,16.0,87.0,74.6,58030.0,2.4949181474051594,19.0,524907.0
1811,New Jersey,Essex,29.0,8.2,26.0,6.1369387456343985,9.0,14.0,100.0,78.0,66191.0,75.80358449923668,17.0,95634.0
1812,New Jersey,Gloucester,32.0,8.5,19.0,12.321282274901558,8.0,14.0,88.0,77.2,93783.0,8.105393905758609,22.0,151356.0
1813,New Jersey,Hudson,26.0,8.3,25.0,0.08876049616411039,8.0,13.0,100.0,80.5,79159.0,7.484016636118458,20.0,849477.0
1814,New Jersey,Hunterdon,25.0,9.4,15.0,1.1020838157735948,7.0,13.0,91.0,83.2,122095.0,1.3871448560180821,22.0,306601.0
1815,New Jersey,Mercer,28.0,8.7,20.0,1.91223346024687,8.0,14.0,99.0,79.3,86499.0,2.8154616515441466,18.0,703366.0
1816,New Jersey,Middlesex,23.0,8.7,20.0,24.353313761298224,7.0,13.0,97.0,80.6,98992.0,37.62685221572389,18.0,129777.0
1817,New Jersey,Monmouth,22.0,8.7,19.0,7.782751229353171,7.0,14.0,96.0,79.8,107500.0,8.029935275080906,23.0,380688.0
1818,New Jersey,Morris,20.0,9.1,15.0,2.105249716165671,6.0,13.0,99.0,81.8,122525.0,2.2785685927157315,20.0,861418.0
1819,New Jersey,Ocean,31.0,7.9,20.0,7.935593651897693,9.0,15.0,90.0,78.5,75732.0,3.9866604150300113,22.0,644098.0
1820,New Jersey,Passaic,30.0,8.2,28.0,1.7902733243209932,10.0,14.0,99.0,78.9,74016.0,10.640691302570083,18.0,511151.0
1821,New Jersey,Salem,35.0,7.6,25.0,0.8492760032635135,10.0,16.0,59.0,74.0,69844.0,0.5059970872379849,20.0,655735.0
1822,New Jersey,Somerset,24.0,9.3,16.0,2.0165935058061706,6.0,12.0,97.0,81.9,123708.0,2.884600417172566,19.0,513936.0
1823,New Jersey,Sussex,28.0,8.7,18.0,12.253328623861664,8.0,14.0,93.0,78.8,99695.0,8.569190841101403,24.0,65117.0
1824,New Jersey,Union,30.0,9.0,24.0,1.4593153153153153,9.0,13.0,100.0,79.8,85926.0,15.699027027027027,19.0,346875.0
1825,New Jersey,Warren,31.0,8.2,20.0,5.817885600065716,8.0,14.0,89.0,79.1,82900.0,3.992223652145341,23.0,146084.0
1827,New Mexico,Bernalillo,28.0,7.6,19.0,36.03753853920632,9.0,14.0,95.0,77.4,59723.0,46.20197248616195,17.0,110926.0
1828,New Mexico,Catron,29.0,2.5,25.0,0.07774408709609036,12.0,16.0,63.0,80.4,40273.0,0.005252339420368856,16.0,2113344.0
1829,New Mexico,Chaves,33.0,6.4,27.0,1.5943304763660804,12.0,15.0,70.0,74.5,45098.0,0.8260124786619638,15.0,672508.0
1831,New Mexico,Colfax,31.0,6.1,24.0,3.148965474066422,11.0,14.0,76.0,76.9,42787.0,1.032960841393558,16.0,63894.0
1832,New Mexico,Curry,32.0,6.7,25.0,23.213358070500927,11.0,15.0,73.0,76.1,50322.0,15.929499072356215,16.0,26950.0
1833,New Mexico,De Baca,31.0,7.9,24.0,1.2902172137840928,11.0,15.0,81.0,77.3,40181.0,1.0697370569982034,16.0,12246.0
1834,New Mexico,Dona Ana,31.0,6.2,25.0,72.66683497433309,11.0,15.0,65.0,78.6,46619.0,45.30000841538332,15.0,47532.0
1836,New Mexico,Grant,29.0,6.2,22.0,1.4149021433976456,11.0,15.0,61.0,76.8,46503.0,0.6201390723435884,16.0,223337.0
1837,New Mexico,Guadalupe,32.0,6.9,26.0,1.1142384105960266,11.0,13.0,57.0,75.7,37534.0,0.26986754966887416,16.0,60400.0
1839,New Mexico,Hidalgo,32.0,6.4,26.0,18.097447795823665,12.0,15.0,21.0,75.6,40226.0,7.122969837587006,15.0,4310.0
1841,New Mexico,Lincoln,29.0,6.5,21.0,78.49113165126155,10.0,14.0,86.0,78.8,50472.0,42.1184111916063,17.0,4003.0
1842,New Mexico,Los Alamos,21.0,9.1,11.0,1.2477226301551372,6.0,11.0,99.0,83.9,134050.0,0.5617512283994921,17.0,72452.0
1843,New Mexico,Luna,34.0,4.3,29.0,29.342021459017197,14.0,15.0,42.0,74.9,35040.0,11.02346773798442,14.0,20411.0
1845,New Mexico,Mora,33.0,1.6,25.0,11.367431744922133,11.0,13.0,17.0,79.2,41734.0,0.8466348207697385,15.0,25749.0
1846,New Mexico,Otero,33.0,6.9,23.0,7.2189603322354285,11.0,15.0,51.0,77.1,49845.0,8.95460403837892,16.0,69830.0
1847,New Mexico,Quay,31.0,5.9,26.0,39.48189014152075,12.0,15.0,74.0,73.4,35776.0,13.096665867114416,15.0,4169.0
1848,New Mexico,Rio Arriba,33.0,8.0,26.0,0.0,12.0,15.0,50.0,72.6,47042.0,4.1337924821643925,16.0,68823.0
1849,New Mexico,Roosevelt,34.0,6.1,24.0,34.24994149309619,11.0,15.0,80.0,76.4,46977.0,21.61245026913176,16.0,8546.0
1850,New Mexico,Sandoval,27.0,6.7,18.0,60.51737914502597,9.0,14.0,69.0,78.5,72545.0,26.218537754694367,18.0,40048.0
1852,New Mexico,San Miguel,32.0,5.2,28.0,4.341991257385945,12.0,14.0,68.0,77.0,43564.0,0.9765408694405899,14.0,153501.0
1853,New Mexico,Santa Fe,22.0,7.6,19.0,11.188526632231062,9.0,13.0,82.0,81.0,67311.0,10.45441711372054,15.0,120418.0
1854,New Mexico,Sierra,35.0,5.5,23.0,6.656030868548955,11.0,15.0,74.0,72.1,37660.0,2.274329388194264,16.0,26953.0
1855,New Mexico,Socorro,32.0,4.3,27.0,3.131102888272176,12.0,15.0,56.0,75.5,38817.0,0.8473378558947477,15.0,155664.0
1856,New Mexico,Taos,25.0,6.4,21.0,39.75166142007695,10.0,14.0,79.0,79.4,45626.0,20.88142707240294,16.0,11436.0
1857,New Mexico,Torrance,32.0,5.3,26.0,22.004343779087808,12.0,15.0,8.0,76.5,45684.0,6.056469128141483,16.0,16115.0
1858,New Mexico,Union,31.0,6.6,25.0,1.4488143435511855,11.0,14.0,59.0,76.9,41518.0,0.7489878542510121,16.0,34580.0
1861,New York,Albany,27.0,8.2,20.0,21.59323770491803,8.0,14.0,94.0,79.4,74512.0,12.903432377049182,21.0,78080.0
1862,New York,Allegany,31.0,8.1,24.0,0.0032931596652381228,10.0,16.0,44.0,77.9,55320.0,0.0073282966624589095,21.0,19677151.0
1863,New York,Bronx,32.0,6.8,37.0,0.002533160656215268,12.0,15.0,100.0,78.0,43143.0,29.480607071951265,14.0,315811.0
1864,New York,Broome,37.0,7.6,24.0,15.783612455561743,10.0,16.0,81.0,78.1,55729.0,14.365871418169357,20.0,46694.0
1865,New York,Cattaraugus,32.0,7.7,25.0,0.1405852113053699,11.0,16.0,57.0,77.1,54602.0,0.24732851865217914,22.0,1379946.0
1866,New York,Cayuga,33.0,8.4,24.0,0.4033137679652186,10.0,15.0,78.0,79.1,62839.0,1.4549734421688643,22.0,197117.0
1867,New York,Chautauqua,33.0,7.4,26.0,9.967425005559988,10.0,16.0,76.0,77.8,48102.0,6.486217768416645,21.0,76439.0
1868,New York,Chemung,33.0,7.5,25.0,7.324195311874983,10.0,15.0,82.0,76.4,59155.0,3.6987653004080108,22.0,74998.0
1869,New York,Chenango,29.0,8.2,23.0,0.7260348972839153,10.0,16.0,56.0,76.6,58177.0,1.2489387194807462,20.0,126027.0
1870,New York,Clinton,31.0,8.1,23.0,3.2544887382408563,10.0,15.0,67.0,79.1,60094.0,3.4522142804509617,21.0,81426.0
1871,New York,Columbia,31.0,8.1,21.0,9.684015670067588,9.0,15.0,64.0,80.4,69403.0,5.066942184338543,20.0,46458.0
1872,New York,Cortland,29.0,8.0,23.0,2.700849491447945,10.0,15.0,77.0,78.1,62292.0,2.0050029840133075,22.0,78753.0
1873,New York,Delaware,32.0,7.9,23.0,2.894625199882518,10.0,15.0,58.0,78.1,53385.0,2.6922951408151943,21.0,61286.0
1874,New York,Dutchess,29.0,8.5,22.0,36.487013831678446,8.0,14.0,80.0,80.1,87370.0,20.34644235355331,20.0,46126.0
1876,New York,Essex,29.0,8.6,22.0,0.08704565695945152,9.0,14.0,100.0,79.7,62884.0,0.4157354349762221,22.0,297545.0
1877,New York,Franklin,36.0,7.3,28.0,0.41165427775299057,11.0,16.0,57.0,79.1,54960.0,0.2196120852940929,22.0,950312.0
1878,New York,Fulton,31.0,7.7,25.0,5.72473584394473,10.0,16.0,88.0,77.5,56169.0,5.3887835274993225,20.0,36910.0
1879,New York,Genesee,29.0,8.5,23.0,2.003320897936299,9.0,15.0,65.0,77.8,62785.0,4.041144631574407,23.0,46373.0
1880,New York,Greene,32.0,8.5,24.0,1.8359946078338303,10.0,15.0,82.0,78.7,61375.0,3.125177998443107,21.0,52669.0
1881,New York,Hamilton,29.0,7.4,24.0,1.025462761797167,10.0,16.0,100.0,79.8,57427.0,0.4032328148083775,21.0,57535.0
1882,New York,Herkimer,31.0,7.9,25.0,5.607457189821269,10.0,16.0,70.0,79.2,59366.0,4.860489794219846,24.0,48061.0
1885,New York,Lewis,31.0,8.1,25.0,1.0425508200656737,10.0,16.0,45.0,79.8,59978.0,0.7741968672033746,22.0,116637.0
1886,New York,Livingston,30.0,8.5,22.0,0.09870620370613423,9.0,15.0,80.0,80.0,65221.0,0.07674146772303278,21.0,2590516.0
1887,New York,Madison,29.0,8.3,21.0,15.9107082662272,9.0,15.0,70.0,80.8,66419.0,7.69317202891494,23.0,26699.0
1888,New York,Monroe,34.0,7.8,23.0,83.01092398725535,9.0,14.0,95.0,79.3,66003.0,38.55907406203264,22.0,61516.0
1889,New York,Montgomery,34.0,6.2,28.0,13.748751807085263,11.0,16.0,62.0,77.1,55523.0,2.7542215002161052,19.0,67097.0
1890,New York,Nassau,24.0,9.6,20.0,0.8629917490542328,7.0,12.0,99.0,81.9,125118.0,5.328076485801858,18.0,752035.0
1892,New York,Niagara,31.0,7.8,22.0,0.8235011844830551,9.0,15.0,89.0,77.3,61068.0,0.48268226513052437,22.0,1383726.0
1893,New York,Oneida,32.0,7.8,25.0,0.823543341270572,10.0,15.0,86.0,77.5,59804.0,0.48945261869366957,21.0,1596273.0
1894,New York,Onondaga,30.0,7.9,21.0,13.462632776934749,9.0,14.0,97.0,79.0,65548.0,7.148141122913505,20.0,210880.0
1895,New York,Ontario,30.0,8.5,20.0,1.4367740751422353,8.0,14.0,79.0,80.1,76137.0,1.4927068858533687,21.0,228846.0
1896,New York,Orange,29.0,8.3,24.0,4.753880947957176,9.0,15.0,86.0,79.5,88494.0,3.22114943117871,19.0,468249.0
1897,New York,Orleans,34.0,8.0,26.0,1.4559876493917858,11.0,16.0,72.0,77.5,56140.0,1.1765019031648434,21.0,112707.0
1898,New York,Oswego,33.0,7.9,24.0,0.7429651106934259,10.0,16.0,62.0,77.9,59394.0,1.0274892164132226,20.0,405941.0
1899,New York,Otsego,32.0,7.5,20.0,16.83707207894603,9.0,15.0,53.0,79.6,61664.0,5.08418536039473,19.0,39318.0
1900,New York,Putnam,26.0,8.8,19.0,5.644745407356684,7.0,13.0,98.0,82.2,107014.0,2.5049244633814367,22.0,118287.0
1902,New York,Rensselaer,27.0,8.3,22.0,6.661226987607731,9.0,14.0,73.0,78.8,74106.0,4.278647559793972,24.0,98045.0
1903,New York,Richmond,28.0,8.7,26.0,0.032264734118836944,9.0,14.0,99.0,79.8,84744.0,0.6781300852623036,18.0,2278029.0
1904,New York,Rockland,29.0,8.4,22.0,8.49780736051247,9.0,13.0,96.0,81.4,98054.0,7.466234603041544,18.0,159853.0
1905,New York,St. Lawrence,36.0,7.3,27.0,1.6614644098441766,10.0,16.0,48.0,78.7,55531.0,0.7291303984867643,22.0,491133.0
1906,New York,Saratoga,26.0,8.9,20.0,2.3148940186772538,8.0,13.0,87.0,81.3,87154.0,1.8128617021904183,24.0,339022.0
1907,New York,Schenectady,27.0,8.3,22.0,4.281882060278652,9.0,14.0,90.0,78.7,72357.0,4.412761178097704,21.0,107733.0
1908,New York,Schoharie,34.0,8.5,24.0,0.1737877779034075,9.0,15.0,37.0,80.0,67080.0,0.4221158557268307,21.0,238797.0
1909,New York,Schuyler,32.0,8.1,24.0,0.04060140043599658,10.0,16.0,48.0,78.9,57706.0,0.3554184130474162,21.0,160093.0
1910,New York,Seneca,34.0,8.2,25.0,2.4149286498353457,10.0,15.0,64.0,77.7,60985.0,4.287662575258624,20.0,30063.0
1911,New York,Steuben,32.0,7.9,23.0,24.679886685552407,10.0,15.0,50.0,78.2,57584.0,20.923512747875353,22.0,17650.0
1913,New York,Sullivan,33.0,8.2,25.0,2.383395069061221,10.0,15.0,53.0,77.3,57017.0,3.4428017581183386,21.0,92599.0
1914,New York,Tioga,30.0,8.6,22.0,0.035530149823168676,9.0,15.0,57.0,79.7,64052.0,0.09557741409996297,21.0,1525465.0
1915,New York,Tompkins,27.0,8.1,18.0,6.947199276908784,8.0,14.0,89.0,81.3,65402.0,3.7397373772879057,21.0,79658.0
1916,New York,Ulster,29.0,7.9,22.0,23.442602361215776,9.0,14.0,79.0,79.7,77427.0,16.013564431047474,21.0,47772.0
1917,New York,Warren,28.0,8.1,21.0,3.3451998053007816,8.0,14.0,98.0,78.9,69314.0,2.171278047663132,23.0,104777.0
1918,New York,Washington,33.0,8.4,24.0,0.8199913338708528,10.0,15.0,64.0,78.3,61633.0,1.1611516078960504,21.0,182319.0
1919,New York,Wayne,31.0,8.5,24.0,2.7759569505632706,9.0,15.0,67.0,78.7,65299.0,5.687586701016784,21.0,65599.0
1920,New York,Westchester,21.0,9.1,21.0,21.19294554658865,8.0,13.0,100.0,82.4,109131.0,64.47132690126723,17.0,60841.0
1921,New York,Wyoming,32.0,8.5,23.0,1.9731138545953362,9.0,15.0,64.0,78.9,66261.0,1.3289437585733883,22.0,91125.0
1922,New York,Yates,30.0,8.7,25.0,0.004543494876452277,10.0,16.0,44.0,77.7,63619.0,0.11772700057651903,21.0,990427.0
1924,North Carolina,Alamance,36.0,7.0,25.0,68.68430739029078,11.0,15.0,82.0,76.8,58847.0,71.61261298106417,17.0,24451.0
1925,North Carolina,Alexander,34.0,7.3,23.0,0.026404403488073106,11.0,15.0,47.0,77.0,52989.0,0.029329917927636607,18.0,10698973.0
1926,North Carolina,Alleghany,34.0,7.1,26.0,0.1258838806257903,12.0,16.0,37.0,77.3,45239.0,0.6776181862514389,18.0,176353.0
1927,North Carolina,Anson,40.0,7.4,29.0,3.415315512708151,12.0,16.0,37.0,73.4,40773.0,5.491345311130588,15.0,36512.0
1928,North Carolina,Ashe,34.0,6.9,22.0,25.81135449262405,11.0,15.0,57.0,78.2,45551.0,21.93115780062584,18.0,11185.0
1929,North Carolina,Avery,34.0,7.9,22.0,0.1531393568147014,10.0,15.0,100.0,77.5,48470.0,7.485812089000992,19.0,22202.0
1930,North Carolina,Beaufort,36.0,7.0,25.0,16.18959793434157,11.0,15.0,63.0,75.9,50312.0,15.599409811877536,16.0,27110.0
1931,North Carolina,Bertie,43.0,5.0,31.0,29.656820898070684,13.0,16.0,36.0,75.6,41280.0,7.199362586079336,14.0,17571.0
1932,North Carolina,Bladen,40.0,6.8,28.0,5.764365739067582,13.0,16.0,47.0,74.7,42398.0,7.704644018792917,15.0,44272.0
1933,North Carolina,Brunswick,31.0,7.3,20.0,53.671693735498835,9.0,15.0,78.0,79.2,67286.0,60.290023201856144,21.0,17240.0
1934,North Carolina,Buncombe,30.0,7.0,18.0,79.44372750118862,9.0,14.0,75.0,78.4,63838.0,91.47252597975955,18.0,29446.0
