State,County,% Adults with Obesity,Food Environment Index,% Physically Inactive,# Limited Access to Healthy Foods,% Frequent Physical Distress,% Frequent Mental Distress,% With Access to Exercise Opportunities,Life Expectancy,Median Household Income,# Uninsured Adults,% Excessive Drinking,,,,STNAME,CTYNAME,POPESTIMATE2022,,TRUE
Tennessee,Maury,39,7.8,24,6346,10,17,66,76.2,68425,7783,17,,,,Tennessee,Marion,29094,,TRUE
Tennessee,Meigs,36,7.8,27,82,12,18,18,71.7,51337,1089,18,,,,Tennessee,Marshall,35878,,TRUE
Tennessee,Monroe,36,7,28,2601,13,19,55,73.7,50364,4274,17,,,,Tennessee,Maury,108159,,TRUE
Tennessee,Montgomery,38,6.7,25,27456,10,17,66,74.9,63593,15356,15,,,,Tennessee,Meigs,13272,,TRUE
Tennessee,Moore,35,8.7,25,3,11,17,15,79.1,62609,465,17,,,,Tennessee,Monroe,47740,,TRUE
Tennessee,Morgan,38,6.7,29,1498,13,19,29,74.4,48122,1753,16,,,,Tennessee,Montgomery,235201,,TRUE
Tennessee,Obion,39,7.2,30,934,13,19,51,74.2,50021,2753,15,,,,Tennessee,Moore,6742,,TRUE
Tennessee,Overton,38,7.7,29,49,14,19,33,74,45793,1869,16,,,,Tennessee,Morgan,21224,,TRUE
Tennessee,Perry,38,5.6,31,1086,14,19,12,73.9,43998,780,16,,,,Tennessee,Obion,30394,,TRUE
Tennessee,Pickett,38,7.6,29,13,13,19,0,74.8,44566,517,16,,,,Tennessee,Overton,23044,,TRUE
Tennessee,Polk,38,7.9,26,325,12,18,67,73.7,50863,1512,17,,,,Tennessee,Perry,8685,,TRUE
Tennessee,Putnam,39,6.5,27,11011,12,18,50,75.6,52138,7896,16,,,,Tennessee,Pickett,5107,,TRUE
Tennessee,Rhea,38,6.3,27,3701,12,19,48,73.8,50479,3659,16,,,,Tennessee,Polk,17863,,TRUE
Tennessee,Roane,37,7.5,25,3382,11,18,66,74.2,56355,3583,17,,,,Tennessee,Putnam,82382,,TRUE
Tennessee,Robertson,34,8.5,25,1243,11,17,55,75,67539,5539,17,,,,Tennessee,Rhea,33730,,TRUE
Tennessee,Rutherford,39,8.1,22,16754,10,16,59,77.2,77942,29375,16,,,,Tennessee,Roane,55082,,TRUE
Tennessee,Scott,38,6.1,30,1749,14,20,70,73,40788,1939,15,,,,Tennessee,Robertson,75470,,TRUE
Tennessee,Sequatchie,39,5.1,28,3132,13,19,54,76.7,55099,1339,16,,,,Tennessee,Rutherford,360619,,TRUE
Tennessee,Sevier,36,7,27,6959,12,18,65,75.4,51771,12093,16,,,,Tennessee,Scott,22035,,TRUE
Tennessee,Shelby,38,6.9,26,103798,11,16,86,74.2,54931,85865,14,,,,Tennessee,Sequatchie,16909,,TRUE
Tennessee,Smith,37,8,27,231,12,18,34,74.4,56567,1806,17,,,,Tennessee,Sevier,98789,,TRUE
Tennessee,Stewart,37,7.4,25,914,11,18,42,74.9,56764,1224,17,,,,Tennessee,Shelby,916371,,TRUE
Tennessee,Sullivan,34,6.7,25,17484,11,18,57,74.9,49489,14044,16,,,,Tennessee,Smith,20489,,TRUE
Tennessee,Sumner,37,7.9,24,11703,10,16,54,77.5,71268,14468,17,,,,Tennessee,Stewart,14035,,TRUE
Tennessee,Tipton,39,8.3,27,965,11,17,50,75,62814,5301,16,,,,Tennessee,Sullivan,160820,,TRUE
Tennessee,Trousdale,37,,25,,11,17,47,74.7,49014,786,17,,,,Tennessee,Sumner,203858,,TRUE
Tennessee,Unicoi,35,7.4,27,346,12,18,100,72.5,44971,1459,16,,,,Tennessee,Tipton,61656,,TRUE
Tennessee,Union,37,7.6,28,138,13,19,10,73.7,51102,1935,17,,,,Tennessee,Trousdale,12111,,TRUE
Tennessee,Van Buren,37,7.3,29,49,13,19,12,71.8,45565,509,16,,,,Tennessee,Unicoi,17674,,TRUE
Tennessee,Warren,37,6.9,29,1947,13,19,49,74.1,48444,4537,16,,,,Tennessee,Union,20452,,TRUE
Tennessee,Washington,35,7.1,23,11478,11,17,77,75.2,56071,11875,16,,,,Tennessee,Van Buren,6429,,TRUE
Tennessee,Wayne,39,7,29,1523,13,18,47,75.3,47563,1201,17,,,,Tennessee,Warren,42026,,TRUE
Tennessee,Weakley,39,7,27,2830,13,18,21,75.3,44799,3122,16,,,,Tennessee,Washington,136172,,TRUE
Tennessee,White,37,6.4,28,4251,13,19,35,74.5,45239,2554,16,,,,Tennessee,Wayne,16308,,TRUE
Tennessee,Williamson,28,9.1,17,9109,7,14,82,81.5,123474,12160,19,,,,Tennessee,Weakley,33063,,TRUE
Tennessee,Wilson,33,8.2,21,6623,9,16,60,77.5,82489,9818,17,,,,Tennessee,White,28064,,TRUE
Texas,,36,5.9,25,2099608,9,13,82,78.4,66959,4138587,19,,,,Tennessee,Williamson,260815,,FALSE
Texas,Anderson,39,6.4,28,9259,12,16,37,73.2,54515,5629,20,,,,Tennessee,Wilson,158555,,TRUE
Texas,Andrews,38,7.5,29,1213,12,16,75,76.4,70005,3236,20,,,,Texas,Texas,30029572,,TRUE
Texas,Angelina,41,6.3,29,8469,13,18,62,75.1,50620,12641,18,,,,Texas,Anderson,58064,,TRUE
Texas,Aransas,36,5.4,28,3754,13,17,66,74.9,55435,3479,22,,,,Texas,Andrews,18334,,TRUE
Texas,Archer,35,7.5,23,446,11,16,20,80.3,69286,1044,22,,,,Texas,Angelina,87101,,TRUE
Texas,Armstrong,33,6.5,21,406,10,16,1,75.9,64401,195,23,,,,Texas,Aransas,24944,,TRUE
Texas,Atascosa,38,7.9,32,2618,12,15,45,76.8,57905,8077,20,,,,Texas,Archer,8835,,TRUE
Texas,Austin,36,7.8,26,637,11,16,42,78.2,68150,4142,20,,,,Texas,Armstrong,1850,,TRUE
Texas,Bailey,39,8.5,30,157,11,15,78,77.4,47375,1207,20,,,,Texas,Atascosa,50864,,TRUE
Texas,Bandera,35,6.8,24,2097,11,16,67,78.7,69051,2648,22,,,,Texas,Austin,31097,,TRUE
Texas,Bastrop,36,7.8,26,4125,11,15,47,78.1,72809,13467,21,,,,Texas,Bailey,6779,,TRUE
Texas,Baylor,36,7.5,25,54,11,16,88,73.4,45408,365,22,,,,Texas,Bandera,22115,,TRUE
Texas,Bee,41,6.3,32,3435,13,15,48,75.2,45431,3224,20,,,,Texas,Bastrop,106188,,TRUE
Texas,Bell,39,6.7,25,33023,11,16,71,77.5,58878,44689,20,,,,Texas,Baylor,3466,,TRUE
Texas,Bexar,40,6.9,25,166124,11,15,89,78.1,63014,280661,19,,,,Texas,Bee,30394,,TRUE
Texas,Blanco,35,8.1,23,100,10,15,38,79.2,69247,1588,22,,,,Texas,Bell,388386,,TRUE
Texas,Borden,31,6.9,18,97,8,14,4,,69744,49,23,,,,Texas,Bexar,2059530,,TRUE
Texas,Bosque,36,6.7,26,1774,12,17,30,75.6,56041,2494,21,,,,Texas,Blanco,12418,,TRUE
Texas,Bowie,38,6.6,27,8785,12,17,53,74.5,52934,9736,20,,,,Texas,Borden,585,,TRUE
Texas,Brazoria,39,7.8,26,20853,10,15,78,79,82165,38944,21,,,,Texas,Bosque,18697,,TRUE
Texas,Brazos,37,6.5,25,24093,11,15,87,80,50494,28092,18,,,,Texas,Bowie,92035,,TRUE
Texas,Brewster,36,6,25,1507,11,15,71,81.3,51197,1386,20,,,,Texas,Brazoria,388181,,TRUE
Texas,Briscoe,39,2.8,29,793,13,17,29,,49905,209,19,,,,Texas,Brazos,242014,,TRUE
Texas,Brooks,45,5,41,733,16,17,89,72.1,33460,1018,16,,,,Texas,Brewster,9343,,TRUE
Texas,Brown,39,6.4,26,5062,12,16,60,74.5,48803,4421,21,,,,Texas,Briscoe,1431,,TRUE
Texas,Burleson,36,7.5,25,923,11,16,47,76.3,57469,2376,21,,,,Texas,Brooks,6906,,TRUE
Texas,Burnet,35,7.7,25,2905,11,16,43,78.5,72510,6811,22,,,,Texas,Brown,38373,,TRUE
Texas,Caldwell,40,7.3,32,2620,13,16,40,76.5,60063,7152,19,,,,Texas,Burleson,18657,,TRUE
Texas,Calhoun,39,5.5,28,6054,11,15,64,77.7,70662,2809,20,,,,Texas,Burnet,52502,,TRUE
Texas,Callahan,37,7.1,24,1222,11,16,55,75.7,56708,1781,22,,,,Texas,Caldwell,47848,,TRUE
Texas,Cameron,43,5.4,33,72825,15,16,67,78.8,46436,90631,18,,,,Texas,Calhoun,19706,,TRUE
Texas,Camp,39,6.9,28,613,12,17,59,74.7,51024,1646,19,,,,Texas,Callahan,14210,,TRUE
Texas,Carson,35,8,21,326,10,16,61,75.8,66548,535,23,,,,Texas,Cameron,425208,,TRUE
Texas,Cass,37,6.5,27,2282,13,18,35,74.7,42896,3666,20,,,,Texas,Camp,12716,,TRUE
Texas,Castro,38,8.1,31,361,12,15,60,77.4,62236,1309,19,,,,Texas,Carson,5784,,TRUE
Texas,Chambers,36,7.5,24,1451,11,16,79,77.3,89767,4283,21,,,,Texas,Cass,28539,,TRUE
Texas,Cherokee,42,6.6,31,6499,13,17,56,75.3,48664,7741,19,,,,Texas,Castro,7298,,TRUE
Texas,Childress,39,6.1,29,1334,13,16,75,75.3,42758,799,20,,,,Texas,Chambers,51288,,TRUE
Texas,Clay,34,5.7,22,2212,10,16,7,77.3,60973,1186,22,,,,Texas,Cherokee,51645,,TRUE
Texas,Cochran,44,6,37,288,16,18,1,76.4,42274,542,18,,,,Texas,Childress,6809,,TRUE
Texas,Coke,36,4,26,1198,12,17,36,77.6,46767,402,21,,,,Texas,Clay,10486,,TRUE
Texas,Coleman,35,6.4,26,908,12,16,63,72.8,42253,1034,21,,,,Texas,Cochran,2526,,TRUE
Texas,Collin,28,8.3,19,22214,8,13,92,82.2,102119,87407,19,,,,Texas,Coke,3333,,TRUE
Texas,Collingsworth,39,7.4,30,87,13,17,82,72,45734,536,19,,,,Texas,Coleman,7850,,TRUE
Texas,Colorado,40,7.8,28,1521,12,16,63,77.1,62004,3085,20,,,,Texas,Collin,1158696,,TRUE
Texas,Comal,34,7.9,21,4851,9,14,72,79.1,93487,15906,22,,,,Texas,Collingsworth,2568,,TRUE
Texas,Comanche,35,7.1,26,1109,11,16,,76,49076,1805,21,,,,Texas,Colorado,20754,,TRUE
Texas,Concho,38,6.8,30,492,13,17,66,82.6,48563,341,20,,,,Texas,Comal,184642,,TRUE
Texas,Cooke,36,7.5,24,1040,11,16,53,77,58060,6026,21,,,,Texas,Comanche,13878,,TRUE
Texas,Coryell,36,5.2,27,19277,12,17,56,76.6,59718,7859,21,,,,Texas,Concho,3340,,TRUE
Texas,Cottle,40,1.1,31,856,14,18,82,,44590,175,19,,,,Texas,Cooke,43050,,TRUE
Texas,Crane,37,8.3,29,171,11,15,94,76.7,63555,707,20,,,,Texas,Coryell,85057,,TRUE
Texas,Crockett,39,7.6,33,84,12,16,90,72.2,53159,552,19,,,,Texas,Cottle,1307,,TRUE
Texas,Crosby,40,7.4,33,141,14,17,20,73.6,42728,843,18,,,,Texas,Crane,4546,,TRUE
Texas,Culberson,45,6.4,39,102,16,17,94,76.9,48217,389,17,,,,Texas,Crockett,2943,,TRUE
Texas,Dallam,39,6.6,33,1179,15,17,65,75.3,70895,1473,19,,,,Texas,Crosby,4998,,TRUE
Texas,Dallas,36,7.2,28,171370,11,15,97,78.3,63549,442539,19,,,,Texas,Culberson,2155,,TRUE
Texas,Dawson,42,5.3,36,2599,15,17,69,73.2,43627,1775,18,,,,Texas,Dallam,7241,,TRUE
Texas,Deaf Smith,40,7.9,35,1440,13,16,80,76.2,50967,3449,18,,,,Texas,Dallas,2600840,,TRUE
Texas,Delta,37,7.3,25,104,12,17,61,73.9,50329,605,21,,,,Texas,Dawson,12130,,TRUE
Texas,Denton,30,8.1,20,31443,8,14,92,81.7,98027,85926,22,,,,Texas,Deaf Smith,18377,,TRUE
Texas,DeWitt,39,7.4,30,437,13,16,65,75.4,54279,2271,20,,,,Texas,Delta,5406,,TRUE
Texas,Dickens,38,6.9,29,144,13,16,61,75,42690,222,20,,,,Texas,Denton,977281,,TRUE
Texas,Dimmit,46,3.5,43,2666,17,17,81,76.6,41838,1483,16,,,,Texas,DeWitt,19772,,TRUE
Texas,Donley,37,7.7,24,203,11,17,79,72.5,44353,410,21,,,,Texas,Dickens,1726,,TRUE
Texas,Duval,42,5.8,36,1639,13,15,,75.3,37921,1480,18,,,,Texas,Dimmit,8387,,TRUE
Texas,Eastland,38,6.1,28,2023,13,17,60,74.8,47526,2346,20,,,,Texas,Donley,3339,,TRUE
Texas,Ector,40,7.2,31,9847,12,15,72,73.8,58389,25256,20,,,,Texas,Duval,9888,,TRUE
Texas,Edwards,41,7.2,34,219,14,17,67,76.2,47573,291,18,,,,Texas,Eastland,17944,,TRUE
Texas,Ellis,35,7.8,24,10974,10,15,55,78.2,87698,26191,21,,,,Texas,Ector,160869,,TRUE
Texas,El Paso,38,6.8,30,73081,13,15,82,78.1,50983,144067,17,,,,Texas,Edwards,1422,,TRUE
Texas,Erath,34,6.2,24,6864,11,16,70,79.3,51964,5456,21,,,,Texas,Ellis,212182,,TRUE
Texas,Falls,41,6.6,32,919,14,18,37,77,46173,1911,18,,,,Texas,El Paso,868763,,TRUE
Texas,Fannin,35,6.7,25,4408,12,16,34,75.7,56794,4521,21,,,,Texas,Erath,43895,,TRUE
Texas,Fayette,37,7.7,25,1374,11,16,55,79.2,64711,3181,22,,,,Texas,Falls,17049,,TRUE
Texas,Fisher,38,7.7,25,146,11,16,43,77.5,51362,418,21,,,,Texas,Fannin,37125,,TRUE
Texas,Floyd,39,7.7,31,289,13,16,75,74.2,43855,1012,19,,,,Texas,Fayette,24913,,TRUE
Texas,Foard,38,4.1,28,552,13,18,0,,42616,132,20,,,,Texas,Fisher,3622,,TRUE
Texas,Fort Bend,31,8.1,22,34618,8,13,88,82.3,98070,89195,17,,,,Texas,Floyd,5235,,TRUE
Texas,Franklin,34,6.3,21,2204,10,15,24,76.1,51885,967,23,,,,Texas,Foard,1057,,TRUE
Texas,Freestone,38,6.5,28,1727,13,17,33,74.9,48397,2364,20,,,,Texas,Fort Bend,889146,,TRUE
Texas,Frio,41,6.7,36,2007,14,15,40,76.2,47833,2637,18,,,,Texas,Franklin,10618,,TRUE
Texas,Gaines,36,7.9,31,241,13,17,50,77,58712,4721,20,,,,Texas,Freestone,19950,,TRUE
Texas,Galveston,36,7.1,23,25207,10,15,85,77.6,77627,38320,20,,,,Texas,Frio,17815,,TRUE
Texas,Garza,40,6.9,32,340,13,15,,77.5,43890,765,20,,,,Texas,Gaines,22181,,TRUE
Texas,Gillespie,35,7.9,22,778,10,15,57,80.5,71594,3572,22,,,,Texas,Galveston,357117,,TRUE
Texas,Glasscock,38,4.4,29,447,13,16,0,,116958,200,20,,,,Texas,Garza,6262,,TRUE
Texas,Goliad,38,7,28,711,12,16,50,80.6,58937,870,21,,,,Texas,Gillespie,27477,,TRUE
Texas,Gonzales,41,6.4,32,3462,13,16,50,76.9,48164,3287,19,,,,Texas,Glasscock,1164,,TRUE
Texas,Gray,39,6.8,29,1914,13,17,89,74,45530,3310,20,,,,Texas,Goliad,7131,,TRUE
Texas,Grayson,37,7.3,25,7128,11,16,78,75.8,62678,17752,21,,,,Texas,Gonzales,19832,,TRUE
Texas,Gregg,39,6.4,29,12122,12,17,81,74.6,57608,17823,19,,,,Texas,Gray,21015,,TRUE
Texas,Grimes,40,6.5,29,3246,13,17,32,76.6,52540,3895,20,,,,Texas,Grayson,143131,,TRUE
Texas,Guadalupe,38,7.3,26,16284,10,15,65,79.5,80145,18354,20,,,,Texas,Gregg,125443,,TRUE
Texas,Hale,38,7.1,33,2955,13,16,65,74.6,47373,5073,19,,,,Texas,Grimes,30754,,TRUE
Texas,Hall,40,6.1,32,436,14,17,32,77.6,34766,474,19,,,,Texas,Guadalupe,182760,,TRUE
Texas,Hamilton,36,6.1,26,1041,12,17,37,75.3,53759,1188,21,,,,Texas,Hale,31827,,TRUE
Texas,Hansford,39,8.2,30,204,13,16,62,78.9,57692,994,19,,,,Texas,Hall,2810,,TRUE
Texas,Hardeman,38,6.9,28,323,12,17,35,75.3,45677,694,20,,,,Texas,Hamilton,8298,,TRUE
Texas,Hardin,37,6.6,26,5032,11,17,66,75.5,67183,6731,22,,,,Texas,Hansford,5151,,TRUE
Texas,Harris,38,7.2,29,236351,11,15,91,79.2,63539,778724,19,,,,Texas,Hardeman,3516,,TRUE
Texas,Harrison,39,7.1,26,3174,12,17,58,75.7,56645,7987,20,,,,Texas,Hardin,57811,,TRUE
Texas,Hartley,36,7.4,23,699,10,14,74,80.4,71332,568,23,,,,Texas,Harris,4780913,,TRUE
Texas,Haskell,37,6.6,31,675,14,17,67,77.4,43546,827,20,,,,Texas,Harrison,69955,,TRUE
Texas,Hays,32,8.1,22,3848,10,14,76,80.8,79336,27537,20,,,,Texas,Hartley,5208,,TRUE
Texas,Hemphill,35,7.9,25,106,10,16,83,80.9,65387,541,21,,,,Texas,Haskell,5403,,TRUE
Texas,Henderson,40,6.6,27,6556,13,17,62,74.6,50348,11348,20,,,,Texas,Hays,269225,,TRUE
Texas,Hidalgo,43,4.9,33,157181,15,16,63,79.5,44260,211052,18,,,,Texas,Hemphill,3217,,TRUE
Texas,Hill,37,7.6,26,662,12,17,50,75.2,52495,5571,20,,,,Texas,Henderson,84511,,TRUE
Texas,Hockley,39,6.3,31,3544,13,16,67,74.5,51078,3732,19,,,,Texas,Hidalgo,888367,,TRUE
Texas,Hood,33,7.6,22,2753,10,16,78,77.5,68911,6641,23,,,,Texas,Hill,37329,,TRUE
Texas,Hopkins,37,7,26,3139,12,17,51,75.7,56680,5097,21,,,,Texas,Hockley,21161,,TRUE
Texas,Houston,42,6,30,3224,14,17,54,76,45603,2389,19,,,,Texas,Hood,66373,,TRUE
Texas,Howard,39,6.3,30,4281,12,16,64,74,55842,4258,20,,,,Texas,Hopkins,37804,,TRUE
Texas,Hudspeth,43,1.3,40,2023,16,17,0,82,38904,999,17,,,,Texas,Houston,21950,,TRUE
Texas,Hunt,37,6.9,26,7259,12,17,58,76,58326,12874,20,,,,Texas,Howard,33672,,TRUE
Texas,Hutchinson,37,6.9,26,1950,11,16,63,73.6,56646,2729,21,,,,Texas,Hudspeth,3432,,TRUE
Texas,Irion,35,5.5,24,422,10,15,73,,69966,157,22,,,,Texas,Hunt,108282,,TRUE
Texas,Jack,38,6,28,1431,13,17,64,75.6,51846,1086,21,,,,Texas,Hutchinson,20215,,TRUE
Texas,Jackson,36,7.2,28,810,12,16,54,76.2,60666,2099,20,,,,Texas,Irion,1530,,TRUE
Texas,Jasper,39,6.3,29,2010,14,18,34,74.1,50038,4120,20,,,,Texas,Jack,8922,,TRUE
Texas,Jeff Davis,38,6.8,29,189,13,17,44,84.4,56149,410,19,,,,Texas,Jackson,15142,,TRUE
Texas,Jefferson,40,6.4,29,19222,12,16,65,75.4,55575,38246,19,,,,Texas,Jasper,32484,,TRUE
Texas,Jim Hogg,43,4.9,39,989,15,16,,74.2,37454,723,17,,,,Texas,Jeff Davis,1903,,TRUE
Texas,Jim Wells,41,6.2,33,3946,13,16,48,74.1,43852,5643,18,,,,Texas,Jefferson,250830,,TRUE
Texas,Johnson,37,7.6,25,9117,11,16,63,76.6,76226,23277,20,,,,Texas,Jim Hogg,4763,,TRUE
Texas,Jones,41,6.8,30,2392,12,15,42,77.2,52288,1865,22,,,,Texas,Jim Wells,38826,,TRUE
Texas,Karnes,40,7.6,31,843,13,15,52,75.2,48470,1576,19,,,,Texas,Johnson,195506,,TRUE
Texas,Kaufman,36,7.9,25,3561,11,16,66,75.9,73660,16797,20,,,,Texas,Jones,19935,,TRUE
Texas,Kendall,33,8.6,20,425,9,14,79,81.5,102832,4994,22,,,,Texas,Karnes,14836,,TRUE
Texas,Kenedy,,4.8,,156,,,0,,42379,95,,,,,Texas,Kaufman,172366,,TRUE
Texas,Kent,34,4.9,21,244,9,15,,,54154,62,23,,,,Texas,Kendall,48973,,TRUE
Texas,Kerr,36,7.3,24,2606,11,15,60,77.3,60834,6676,21,,,,Texas,Kenedy,358,,TRUE
Texas,Kimble,38,6.6,28,389,13,17,66,76.4,48671,591,20,,,,Texas,Kent,740,,TRUE
Texas,King,41,3.9,34,64,16,19,,,74890,41,19,,,,Texas,Kerr,53741,,TRUE
Texas,Kinney,40,4.9,32,922,13,15,95,79.2,50567,373,19,,,,Texas,Kimble,4422,,TRUE
Texas,Kleberg,41,5.4,32,5564,13,15,70,74.3,49226,4618,18,,,,Texas,King,233,,TRUE
Texas,Knox,38,7.5,29,221,12,16,41,73.7,45558,531,20,,,,Texas,Kinney,3128,,TRUE
Texas,Lamar,39,5.7,27,7077,13,17,62,73.8,50787,6837,20,,,,Texas,Kleberg,30362,,TRUE
Texas,Lamb,41,6.6,34,1515,14,17,66,73.7,48981,2116,18,,,,Texas,Knox,3273,,TRUE
Texas,Lampasas,35,7.3,24,1160,11,16,72,77.6,64401,2748,21,,,,Texas,Lamar,50484,,TRUE
Texas,La Salle,41,6.8,36,795,13,15,,77,40549,900,19,,,,Texas,Lamb,12724,,TRUE
Texas,Lavaca,36,7.9,26,824,11,16,51,78.6,54421,2058,21,,,,Texas,Lampasas,22785,,TRUE
Texas,Lee,38,7.7,28,1071,12,17,53,76.6,59469,2247,21,,,,Texas,La Salle,6604,,TRUE
Texas,Leon,38,6.5,28,1354,13,18,19,77.1,51582,2347,20,,,,Texas,Lavaca,20589,,TRUE
Texas,Liberty,40,7,30,3138,13,17,46,74.2,57174,14170,20,,,,Texas,Lee,17954,,TRUE
Texas,Limestone,40,6.6,29,2035,13,17,54,74.6,50381,3049,20,,,,Texas,Leon,16209,,TRUE
Texas,Lipscomb,36,5,25,1042,11,16,,79.4,64249,470,21,,,,Texas,Liberty,101992,,TRUE
Texas,Live Oak,39,7,33,412,14,17,20,79.4,52910,1480,19,,,,Texas,Limestone,22253,,TRUE
Texas,Llano,35,6.5,23,2560,11,16,80,78.1,61037,2386,22,,,,Texas,Lipscomb,2854,,TRUE
Texas,Loving,34,4,18,15,8,15,,,100917,17,24,,,,Texas,Live Oak,11428,,TRUE
Texas,Lubbock,35,7,27,22833,12,16,87,75.1,57270,38414,20,,,,Texas,Llano,22540,,TRUE
Texas,Lynn,39,6.2,31,892,13,17,,74,50374,814,19,,,,Texas,Loving,51,,TRUE
Texas,McCulloch,38,5.5,28,1591,12,17,82,75.5,43525,1181,20,,,,Texas,Lubbock,317561,,TRUE
Texas,McLennan,35,6,27,39470,12,16,72,77.1,58524,33804,20,,,,Texas,Lynn,5724,,TRUE
Texas,McMullen,39,6.4,29,179,12,16,15,,63120,71,20,,,,Texas,McCulloch,7497,,TRUE
Texas,Madison,38,6.7,28,1820,12,16,,74.7,48251,1701,20,,,,Texas,McLennan,266836,,TRUE
Texas,Marion,39,6.9,28,305,13,18,51,74.5,43178,1139,20,,,,Texas,McMullen,576,,TRUE
Texas,Martin,37,7.7,28,325,11,16,69,72.4,69505,782,20,,,,Texas,Madison,13661,,TRUE
Texas,Mason,34,8,22,112,10,15,72,82.1,56690,650,22,,,,Texas,Marion,9560,,TRUE
Texas,Matagorda,40,5.8,30,5233,13,16,70,75.4,50054,5531,19,,,,Texas,Martin,5217,,TRUE
Texas,Maverick,46,4.9,35,9783,15,16,60,75.8,41815,12527,19,,,,Texas,Mason,3982,,TRUE
Texas,Medina,40,7.9,27,1863,11,15,65,78.2,62907,6199,21,,,,Texas,Matagorda,36125,,TRUE
Texas,Menard,36,6.8,26,135,11,15,78,76.5,41507,323,20,,,,Texas,Maverick,57843,,TRUE
Texas,Midland,36,7.8,24,6977,10,15,91,77.9,84837,23033,21,,,,Texas,Medina,53723,,TRUE
Texas,Milam,37,6.5,28,2824,12,17,59,77.2,53320,3311,20,,,,Texas,Menard,1968,,TRUE
Texas,Mills,37,7.2,26,444,12,17,14,76.5,54948,725,21,,,,Texas,Midland,171999,,TRUE
Texas,Mitchell,38,7.5,29,568,12,15,61,75.9,44476,847,21,,,,Texas,Milam,25628,,TRUE
Texas,Montague,35,7,25,889,12,17,30,73.5,54988,2662,22,,,,Texas,Mills,4500,,TRUE
Texas,Montgomery,32,7.4,24,37405,10,15,87,79.5,87831,74400,20,,,,Texas,Mitchell,8943,,TRUE
Texas,Moore,38,7.8,32,1878,12,16,72,76.3,61833,4160,19,,,,Texas,Montague,21063,,TRUE
Texas,Morris,41,6.9,29,112,13,17,4,74.1,44957,1449,19,,,,Texas,Montgomery,678490,,TRUE
Texas,Motley,35,7.8,24,40,11,16,25,,47835,118,22,,,,Texas,Moore,20996,,TRUE
Texas,Nacogdoches,40,6.1,29,6026,13,17,51,75.8,46970,9442,19,,,,Texas,Morris,12083,,TRUE
Texas,Navarro,39,6.9,30,3868,13,17,53,75.2,51015,7693,19,,,,Texas,Motley,1032,,TRUE
Texas,Newton,40,5.2,31,2041,15,18,6,75.4,44030,1672,19,,,,Texas,Nacogdoches,64862,,TRUE
Texas,Nolan,40,6.9,31,1079,13,17,53,73.9,44342,1931,20,,,,Texas,Navarro,54636,,TRUE
Texas,Nueces,40,6.7,32,33739,12,16,93,77.4,59337,52503,19,,,,Texas,Newton,12052,,TRUE
Texas,Ochiltree,39,7.9,31,294,13,16,89,76.6,60914,1890,19,,,,Texas,Nolan,14473,,TRUE
Texas,Oldham,34,5.1,23,668,10,15,0,77.9,62868,238,22,,,,Texas,Nueces,351674,,TRUE
Texas,Orange,36,6.4,25,8067,11,17,52,74,65908,9321,21,,,,Texas,Ochiltree,9606,,TRUE
Texas,Palo Pinto,37,5.1,26,6835,12,17,48,75.4,57580,4086,21,,,,Texas,Oldham,1752,,TRUE
Texas,Panola,38,6.6,26,2276,12,17,40,74.1,54244,2980,21,,,,Texas,Orange,84934,,TRUE
Texas,Parker,33,7.8,22,6728,10,16,56,78.3,85613,16441,22,,,,Texas,Palo Pinto,29239,,TRUE
Texas,Parmer,40,7.8,32,842,13,16,17,76.4,56632,1649,19,,,,Texas,Panola,22677,,TRUE
Texas,Pecos,40,6.1,32,2964,13,15,53,75.7,49291,2328,19,,,,Texas,Parker,165834,,TRUE
Texas,Polk,38,6.6,32,2284,14,18,29,72.5,50827,6330,21,,,,Texas,Parmer,9620,,TRUE
Texas,Potter,40,6.4,32,14222,14,17,84,72.5,45904,19748,18,,,,Texas,Pecos,14735,,TRUE
Texas,Presidio,45,3.2,45,1395,19,19,95,87.6,39791,1401,15,,,,Texas,Polk,53255,,TRUE
Texas,Rains,37,,25,,12,17,50,77,57294,1749,22,,,,Texas,Potter,115645,,TRUE
Texas,Randall,33,8.1,22,2876,10,15,94,78.2,72082,13582,21,,,,Texas,Presidio,5939,,TRUE
Texas,Reagan,39,8.2,31,51,12,15,92,77.9,65162,554,20,,,,Texas,Rains,12823,,TRUE
Texas,Real,39,1.6,30,1605,13,17,0,74.9,46907,485,19,,,,Texas,Randall,146140,,TRUE
Texas,Red River,39,4.7,28,3327,13,18,32,72,46134,1472,20,,,,Texas,Reagan,3135,,TRUE
Texas,Reeves,41,7.7,35,991,13,15,81,76.9,46275,1922,19,,,,Texas,Real,2840,,TRUE
Texas,Refugio,40,6.7,31,649,12,16,47,76.9,46695,797,19,,,,Texas,Red River,11542,,TRUE
Texas,Roberts,34,6.1,22,199,10,16,1,,73224,76,23,,,,Texas,Reeves,12905,,TRUE
Texas,Robertson,39,6.9,28,1613,12,17,60,76.2,50816,2063,19,,,,Texas,Refugio,6632,,TRUE
Texas,Rockwall,33,8.7,19,2536,8,14,84,80.4,120696,9001,22,,,,Texas,Roberts,803,,TRUE
Texas,Runnels,38,6.4,28,1679,12,16,70,75.6,48190,1463,20,,,,Texas,Robertson,17153,,TRUE
Texas,Rusk,40,6.9,28,5973,12,16,49,76.1,53186,6910,21,,,,Texas,Rockwall,123208,,TRUE
