State,County,% Adults with Obesity,Food Environment Index,% Physically Inactive,# Limited Access to Healthy Foods,% Frequent Physical Distress,% Frequent Mental Distress,% With Access to Exercise Opportunities,Life Expectancy,Median Household Income,# Uninsured Adults,% Excessive Drinking,,,,STNAME,CTYNAME,POPESTIMATE2022,,TRUE
Indiana,Tippecanoe,37,6.5,25,30127,11,15,83,79.4,55192,10770,18,,,,Indiana,Sullivan,20670,,TRUE
Indiana,Tipton,38,7.9,25,1167,10,16,57,77,67866,810,19,,,,Indiana,Switzerland,10006,,TRUE
Indiana,Union,36,,26,,11,16,62,76,65572,453,18,,,,Indiana,Tippecanoe,188717,,TRUE
Indiana,Vanderburgh,37,6.8,26,20871,11,17,83,75.5,53795,10672,19,,,,Indiana,Tipton,15361,,TRUE
Indiana,Vermillion,42,7.7,27,275,12,17,54,75,53540,839,18,,,,Indiana,Union,6952,,TRUE
Indiana,Vigo,37,5.7,27,21560,12,17,83,75.4,48421,6645,17,,,,Indiana,Vanderburgh,179744,,TRUE
Indiana,Wabash,40,7.7,27,2360,11,17,65,75.8,62193,1735,18,,,,Indiana,Vermillion,15451,,TRUE
Indiana,Warren,36,8.4,25,145,10,16,33,78.5,63154,358,19,,,,Indiana,Vigo,106006,,TRUE
Indiana,Warrick,40,8.4,22,4116,9,15,78,77.4,83005,2777,19,,,,Indiana,Wabash,30828,,TRUE
Indiana,Washington,39,7.8,29,885,12,17,32,75.1,57348,1756,18,,,,Indiana,Warren,8461,,TRUE
Indiana,Wayne,38,6.2,29,11461,12,17,70,72.9,50569,4147,18,,,,Indiana,Warrick,65185,,TRUE
Indiana,Wells,37,7.5,25,3503,10,16,46,77.2,66102,1361,19,,,,Indiana,Washington,28224,,TRUE
Indiana,White,39,8.7,27,98,11,16,44,75.8,62151,1554,19,,,,Indiana,Wayne,66273,,TRUE
Indiana,Whitley,37,8.6,24,404,10,16,62,78.8,64146,1785,19,,,,Indiana,Wells,28335,,TRUE
Iowa,,37,8.6,23,172835,8,14,79,78.7,65645,127507,25,,,,Indiana,White,24598,,FALSE
Iowa,Adair,36,8.8,23,177,9,14,35,78.2,60847,256,24,,,,Indiana,Whitley,34627,,FALSE
Iowa,Adams,37,8.8,23,81,9,15,54,79.7,54403,137,24,,,,Iowa,Iowa,3200517,,FALSE
Iowa,Allamakee,38,8.9,26,498,9,14,66,77.6,60717,688,25,,,,Iowa,Adair,7494,,TRUE
Iowa,Appanoose,41,7.6,28,707,11,15,54,76.9,51222,485,22,,,,Iowa,Adams,3611,,TRUE
Iowa,Audubon,36,8.9,24,144,9,15,65,77.7,69484,239,24,,,,Iowa,Allamakee,13960,,TRUE
Iowa,Benton,38,9,22,1116,9,14,45,79.4,78155,879,24,,,,Iowa,Appanoose,12094,,TRUE
Iowa,Black Hawk,40,7.9,24,12410,9,14,89,77.6,60716,5388,25,,,,Iowa,Audubon,5598,,TRUE
Iowa,Boone,38,9.3,22,622,8,14,77,78.8,69888,910,26,,,,Iowa,Benton,25711,,TRUE
Iowa,Bremer,38,9.6,21,315,8,13,74,80.8,75395,576,25,,,,Iowa,Black Hawk,130274,,TRUE
Iowa,Buchanan,39,9.1,23,708,8,14,66,79.7,64503,757,27,,,,Iowa,Boone,26609,,TRUE
Iowa,Buena Vista,33,8.9,29,1138,10,14,79,80.5,60576,1479,20,,,,Iowa,Bremer,25259,,TRUE
Iowa,Butler,36,9,23,284,9,14,56,78.1,65284,507,25,,,,Iowa,Buchanan,20714,,TRUE
Iowa,Calhoun,40,8.4,24,856,9,14,43,78.5,59643,314,24,,,,Iowa,Buena Vista,20600,,TRUE
Iowa,Carroll,35,9.3,22,415,9,14,75,79.7,65598,659,26,,,,Iowa,Butler,14269,,TRUE
Iowa,Cass,34,8.2,25,1274,10,15,73,75.6,55909,624,24,,,,Iowa,Calhoun,9725,,TRUE
Iowa,Cedar,40,9.1,21,895,8,14,65,81.2,75894,585,25,,,,Iowa,Carroll,20567,,TRUE
Iowa,Cerro Gordo,36,8.6,23,2416,9,14,92,77.6,55465,1492,24,,,,Iowa,Cass,13104,,TRUE
Iowa,Cherokee,39,8.6,23,728,9,14,77,78.2,64286,384,24,,,,Iowa,Cedar,18399,,TRUE
Iowa,Chickasaw,36,9.1,22,394,9,14,71,78.5,67667,467,26,,,,Iowa,Cerro Gordo,42409,,TRUE
Iowa,Clarke,38,8.3,28,284,11,15,62,76,58483,454,22,,,,Iowa,Cherokee,11491,,TRUE
Iowa,Clay,40,8.6,23,761,9,14,75,79.3,60162,741,25,,,,Iowa,Chickasaw,11716,,TRUE
Iowa,Clayton,42,8.7,26,193,10,15,64,80.4,56076,749,24,,,,Iowa,Clarke,9692,,TRUE
Iowa,Clinton,41,7.8,25,4102,10,15,67,77.4,60528,1778,23,,,,Iowa,Clay,16475,,TRUE
Iowa,Crawford,43,7.6,31,1945,11,14,67,79.4,58874,1241,22,,,,Iowa,Clayton,17027,,TRUE
Iowa,Dallas,36,9.6,19,1587,7,12,68,81.8,94467,3042,23,,,,Iowa,Clinton,46344,,TRUE
Iowa,Davis,38,9.1,26,291,10,15,41,78.1,75730,592,24,,,,Iowa,Crawford,16123,,TRUE
Iowa,Decatur,40,8.4,25,299,10,15,63,77.9,48666,320,23,,,,Iowa,Dallas,108016,,TRUE
Iowa,Delaware,39,9.3,22,460,9,14,62,79.4,69767,551,25,,,,Iowa,Davis,9130,,TRUE
Iowa,Des Moines,36,7.7,25,3160,10,15,72,77.6,53917,1237,25,,,,Iowa,Decatur,7683,,TRUE
Iowa,Dickinson,36,9.1,21,314,8,13,84,80.7,67949,587,26,,,,Iowa,Delaware,17568,,TRUE
Iowa,Dubuque,36,8.6,20,5286,8,14,83,80.1,73968,3157,27,,,,Iowa,Des Moines,38293,,TRUE
Iowa,Emmet,39,8,24,1140,9,14,77,76.7,52000,452,24,,,,Iowa,Dickinson,18028,,TRUE
Iowa,Fayette,39,8.7,24,359,10,14,70,77.8,56366,701,23,,,,Iowa,Dubuque,98677,,TRUE
Iowa,Floyd,39,8.1,23,1026,9,14,74,78.9,59638,621,23,,,,Iowa,Emmet,9176,,TRUE
Iowa,Franklin,41,8.6,27,610,10,15,74,78.4,60269,530,23,,,,Iowa,Fayette,19294,,TRUE
Iowa,Fremont,38,6.9,23,1902,9,14,31,77.6,68622,259,25,,,,Iowa,Floyd,15337,,TRUE
Iowa,Greene,36,8.6,24,425,9,14,63,79.6,57737,319,24,,,,Iowa,Franklin,9916,,TRUE
Iowa,Grundy,36,,20,,8,13,82,79,71652,412,25,,,,Iowa,Fremont,6464,,TRUE
Iowa,Guthrie,39,9,24,346,9,14,49,80.4,66112,425,24,,,,Iowa,Greene,8741,,TRUE
Iowa,Hamilton,37,9.2,23,428,8,14,75,77.6,64292,572,25,,,,Iowa,Grundy,12356,,TRUE
Iowa,Hancock,36,8.8,24,393,9,14,70,81.8,61544,377,24,,,,Iowa,Guthrie,10647,,TRUE
Iowa,Hardin,39,9,24,420,9,14,85,79.1,58126,704,23,,,,Iowa,Hamilton,14820,,TRUE
Iowa,Harrison,40,8.7,24,871,9,14,46,75.8,67433,562,25,,,,Iowa,Hancock,10685,,TRUE
Iowa,Henry,37,8,24,2105,9,14,73,78.7,61112,691,24,,,,Iowa,Hardin,16567,,TRUE
Iowa,Howard,39,8.4,23,973,9,14,77,78.8,58857,361,24,,,,Iowa,Harrison,14658,,TRUE
Iowa,Humboldt,37,8.2,24,733,9,15,73,80,69252,416,24,,,,Iowa,Henry,20196,,TRUE
Iowa,Ida,37,9.2,24,27,9,14,74,76.2,58792,266,24,,,,Iowa,Howard,9533,,TRUE
Iowa,Iowa,39,9.4,22,168,8,14,69,78.5,66613,475,25,,,,Iowa,Humboldt,9572,,TRUE
Iowa,Jackson,38,8.4,24,1393,9,14,62,78.6,61307,724,25,,,,Iowa,Ida,6888,,TRUE
Iowa,Jasper,39,8.8,23,1447,9,14,75,79.1,65714,1085,25,,,,Iowa,Iowa,16475,,TRUE
Iowa,Jefferson,32,8.1,24,1116,9,13,62,79.9,52763,885,22,,,,Iowa,Jackson,19324,,TRUE
Iowa,Johnson,29,9,21,3091,8,13,90,82.6,68664,6726,22,,,,Iowa,Jasper,37938,,TRUE
Iowa,Jones,37,8.7,24,978,9,14,68,81.3,62810,774,23,,,,Iowa,Jefferson,15698,,TRUE
Iowa,Keokuk,38,8.1,26,808,10,14,38,79.4,56843,376,25,,,,Iowa,Johnson,156420,,TRUE
Iowa,Kossuth,38,8.6,25,644,9,14,61,79.9,62571,511,23,,,,Iowa,Jones,20848,,TRUE
Iowa,Lee,39,7.5,25,4587,10,14,71,75.9,56001,1105,26,,,,Iowa,Keokuk,9904,,TRUE
Iowa,Linn,37,8.6,20,13211,8,14,92,79.6,70464,8323,23,,,,Iowa,Kossuth,14475,,TRUE
Iowa,Louisa,37,9.4,25,37,9,14,49,78.3,64151,624,24,,,,Iowa,Lee,32840,,TRUE
Iowa,Lucas,37,7.8,25,855,10,15,63,77.4,64796,311,24,,,,Iowa,Linn,229033,,TRUE
Iowa,Lyon,34,9.7,22,287,9,14,42,81.3,70654,473,24,,,,Iowa,Louisa,10677,,TRUE
Iowa,Madison,34,9.2,21,628,8,14,46,79.3,82730,668,26,,,,Iowa,Lucas,8689,,TRUE
Iowa,Mahaska,36,8.1,25,1875,9,15,71,78.2,62776,834,22,,,,Iowa,Lyon,12179,,TRUE
Iowa,Marion,34,9,21,1077,8,13,74,78.9,69307,890,24,,,,Iowa,Madison,17036,,TRUE
Iowa,Marshall,38,8.1,30,3909,9,14,81,76.5,63541,2364,21,,,,Iowa,Mahaska,21946,,TRUE
Iowa,Mills,34,9.1,22,573,8,14,62,78.6,76917,469,25,,,,Iowa,Marion,33642,,TRUE
Iowa,Mitchell,37,8.7,23,927,9,14,73,80.4,61719,482,24,,,,Iowa,Marshall,39879,,TRUE
Iowa,Monona,36,8.3,24,463,9,15,58,75.3,56394,316,25,,,,Iowa,Mills,14553,,TRUE
Iowa,Monroe,38,8.7,24,183,10,15,70,76.9,62014,322,23,,,,Iowa,Mitchell,10532,,TRUE
Iowa,Montgomery,42,8.2,25,795,10,15,79,74.9,53399,417,25,,,,Iowa,Monona,8486,,TRUE
Iowa,Muscatine,43,8.8,25,2378,9,14,76,77.7,63519,1793,23,,,,Iowa,Monroe,7550,,TRUE
Iowa,O'Brien,35,8.8,26,674,9,14,79,76.9,62959,527,24,,,,Iowa,Montgomery,10205,,TRUE
Iowa,Osceola,39,8.5,25,529,9,14,54,78.7,62624,280,24,,,,Iowa,Muscatine,42377,,TRUE
Iowa,Page,40,8.6,25,525,9,14,72,78.6,55317,537,23,,,,Iowa,O'Brien,14060,,TRUE
Iowa,Palo Alto,38,8.7,22,673,8,14,72,77,57866,335,26,,,,Iowa,Osceola,6036,,TRUE
Iowa,Plymouth,34,9.3,22,795,8,13,77,79.5,74002,1003,24,,,,Iowa,Page,15143,,TRUE
Iowa,Pocahontas,37,8.4,26,593,10,15,63,77.4,59634,294,24,,,,Iowa,Palo Alto,8764,,TRUE
Iowa,Polk,35,8.7,21,20799,8,14,89,78.4,73276,21224,24,,,,Iowa,Plymouth,25681,,TRUE
Iowa,Pottawattamie,41,8.1,26,8684,9,15,81,76.9,66144,3530,25,,,,Iowa,Pocahontas,7053,,TRUE
Iowa,Poweshiek,37,9,22,241,9,14,67,79.2,60542,586,23,,,,Iowa,Polk,501089,,TRUE
Iowa,Ringgold,38,8.9,25,164,10,15,46,77,52849,203,23,,,,Iowa,Pottawattamie,93173,,TRUE
Iowa,Sac,41,9.1,25,389,9,14,62,79,66007,355,25,,,,Iowa,Poweshiek,18467,,TRUE
Iowa,Scott,37,8.7,23,5705,9,13,90,78.6,66443,7097,25,,,,Iowa,Ringgold,4670,,TRUE
Iowa,Shelby,39,8.9,23,680,9,14,51,79.4,64534,421,25,,,,Iowa,Sac,9673,,TRUE
Iowa,Sioux,35,10,22,128,8,13,80,83.3,84283,1484,22,,,,Iowa,Scott,173924,,TRUE
Iowa,Story,33,8.3,20,9387,8,13,95,82.1,65137,3979,22,,,,Iowa,Shelby,11645,,TRUE
Iowa,Tama,38,8.5,27,1184,10,15,57,76.5,61660,922,23,,,,Iowa,Sioux,36050,,TRUE
Iowa,Taylor,37,9.4,25,68,9,14,60,78.2,54458,298,25,,,,Iowa,Story,99673,,TRUE
Iowa,Union,36,8.2,24,739,9,15,84,76.1,55698,497,24,,,,Iowa,Tama,16903,,TRUE
Iowa,Van Buren,38,8,26,636,10,15,43,76.8,53210,336,23,,,,Iowa,Taylor,5858,,TRUE
Iowa,Wapello,40,6.2,27,8241,10,15,74,75.5,55297,1820,22,,,,Iowa,Union,11887,,TRUE
Iowa,Warren,36,9.2,20,1842,8,13,76,79,85704,1537,26,,,,Iowa,Van Buren,7256,,TRUE
Iowa,Washington,39,9.1,24,651,9,14,74,78.8,65761,1141,23,,,,Iowa,Wapello,35043,,TRUE
Iowa,Wayne,39,7.2,27,1082,10,15,36,77.5,53282,289,23,,,,Iowa,Warren,54327,,TRUE
Iowa,Webster,38,7.5,25,4561,10,15,79,76.4,55183,1393,23,,,,Iowa,Washington,22571,,TRUE
Iowa,Winnebago,38,9,22,309,9,14,85,79,59949,336,24,,,,Iowa,Wayne,6467,,TRUE
Iowa,Winneshiek,33,9.2,21,353,8,14,74,83.5,70482,515,26,,,,Iowa,Webster,36626,,TRUE
Iowa,Woodbury,38,8.6,27,5483,10,14,91,76.3,60110,5849,21,,,,Iowa,Winnebago,10617,,TRUE
Iowa,Worth,34,9.2,23,151,9,14,38,80.1,64965,302,25,,,,Iowa,Winneshiek,19974,,TRUE
Iowa,Wright,39,8.7,27,519,10,15,84,78.8,61072,527,22,,,,Iowa,Woodbury,105671,,TRUE
Kansas,,36,7,21,240797,9,14,80,77.8,64128,210230,20,,,,Iowa,Worth,7319,,FALSE
Kansas,Allen,40,7.7,26,559,10,15,76,76.3,50794,869,19,,,,Iowa,Wright,12681,,TRUE
Kansas,Anderson,39,7.9,24,456,10,15,49,76.5,57068,546,20,,,,Kansas,Kansas,2937150,,TRUE
Kansas,Atchison,36,7.4,24,1534,10,15,82,77.7,57445,910,20,,,,Kansas,Allen,12579,,TRUE
Kansas,Barber,40,7.7,26,157,11,16,47,75.5,56344,336,19,,,,Kansas,Anderson,7776,,TRUE
Kansas,Barton,36,7.2,25,3463,11,15,81,76.9,54236,2217,17,,,,Kansas,Atchison,16108,,TRUE
Kansas,Bourbon,40,7.1,25,1697,11,15,47,75.9,51355,935,18,,,,Kansas,Barber,4122,,TRUE
Kansas,Brown,38,6.9,27,1366,10,15,60,74.3,52446,741,19,,,,Kansas,Barton,25080,,TRUE
Kansas,Butler,38,8,22,4294,9,14,64,77,71826,3775,20,,,,Kansas,Bourbon,14493,,TRUE
Kansas,Chase,36,5.7,22,884,9,14,65,80.4,57415,143,20,,,,Kansas,Brown,9364,,TRUE
Kansas,Chautauqua,41,5.8,28,645,12,17,3,77,46986,300,19,,,,Kansas,Butler,68240,,TRUE
Kansas,Cherokee,36,6.3,26,3873,11,16,54,73.2,51353,1405,19,,,,Kansas,Chase,2548,,TRUE
Kansas,Cheyenne,37,8,24,227,10,15,57,78.3,49281,189,19,,,,Kansas,Chautauqua,3415,,TRUE
Kansas,Clark,36,5.4,23,738,9,14,41,74.6,58699,119,19,,,,Kansas,Cherokee,19088,,TRUE
Kansas,Clay,39,7.9,21,713,9,14,56,78.4,59343,545,21,,,,Kansas,Cheyenne,2583,,TRUE
Kansas,Cloud,39,7.3,24,1330,10,15,80,76.1,50176,506,19,,,,Kansas,Clark,1933,,TRUE
Kansas,Coffey,36,6.8,23,1424,9,15,49,77.5,64991,443,19,,,,Kansas,Clay,8043,,TRUE
Kansas,Comanche,38,8.3,22,61,9,15,44,73.7,51548,100,20,,,,Kansas,Cloud,8946,,TRUE
Kansas,Cowley,39,7.3,26,3473,10,15,72,75.2,51699,2579,17,,,,Kansas,Coffey,8280,,TRUE
Kansas,Crawford,37,6.6,24,4995,11,15,78,74.4,47718,3566,21,,,,Kansas,Comanche,1681,,TRUE
Kansas,Decatur,37,7.1,24,306,10,15,,78.5,49062,174,19,,,,Kansas,Cowley,34453,,TRUE
Kansas,Dickinson,38,8.2,23,981,10,14,58,78.1,60693,1339,21,,,,Kansas,Crawford,39078,,TRUE
Kansas,Doniphan,37,7.6,24,700,10,15,22,77.3,59400,494,19,,,,Kansas,Decatur,2689,,TRUE
Kansas,Douglas,32,7.9,19,5969,9,15,93,80.4,59763,8186,21,,,,Kansas,Dickinson,18430,,TRUE
Kansas,Edwards,40,8.7,25,147,10,15,54,64.7,40896,267,19,,,,Kansas,Doniphan,7440,,TRUE
Kansas,Elk,41,6.2,27,534,11,16,27,76.2,45405,189,19,,,,Kansas,Douglas,119964,,TRUE
Kansas,Ellis,32,8,21,2168,9,14,90,79.9,58846,1938,21,,,,Kansas,Edwards,2739,,TRUE
Kansas,Ellsworth,36,7.9,23,703,9,14,61,78.7,59368,352,21,,,,Kansas,Elk,2441,,TRUE
Kansas,Finney,43,8.1,30,3936,11,15,78,77.5,62157,4367,17,,,,Kansas,Ellis,28941,,TRUE
Kansas,Ford,42,8.5,34,2794,11,14,83,77.3,67105,4540,18,,,,Kansas,Ellsworth,6355,,TRUE
Kansas,Franklin,41,6.8,25,4569,10,15,54,76.8,64136,1718,19,,,,Kansas,Finney,37650,,TRUE
Kansas,Geary,38,6.5,24,5547,10,15,80,74.4,54104,2109,18,,,,Kansas,Ford,33848,,TRUE
Kansas,Gove,35,5.5,22,891,9,15,43,80.2,58442,160,20,,,,Kansas,Franklin,25992,,TRUE
Kansas,Graham,38,8,26,171,11,15,,78.3,49884,154,19,,,,Kansas,Geary,35691,,TRUE
Kansas,Grant,40,8.6,29,505,10,14,84,77.6,64425,834,18,,,,Kansas,Gove,2717,,TRUE
Kansas,Gray,35,8.6,24,714,9,14,48,78.8,69219,736,19,,,,Kansas,Graham,2411,,TRUE
Kansas,Greeley,38,8.4,26,52,10,14,,,65448,106,19,,,,Kansas,Grant,7197,,TRUE
Kansas,Greenwood,39,6.5,25,1191,10,15,45,75.3,50157,404,20,,,,Kansas,Gray,5729,,TRUE
Kansas,Hamilton,38,8.8,28,200,10,14,83,75.3,61066,350,18,,,,Kansas,Greeley,1223,,TRUE
Kansas,Harper,37,7.3,26,602,11,15,70,74.3,49103,442,20,,,,Kansas,Greenwood,5939,,TRUE
Kansas,Harvey,38,8.6,23,339,9,14,73,77.9,65989,2411,18,,,,Kansas,Hamilton,2430,,TRUE
Kansas,Haskell,40,8.6,29,338,11,15,59,79.8,66245,519,17,,,,Kansas,Harper,5323,,TRUE
Kansas,Hodgeman,36,8.1,21,171,9,14,51,75.4,65042,152,19,,,,Kansas,Harvey,33801,,TRUE
Kansas,Jackson,37,8,23,756,10,15,49,78.2,54623,1075,19,,,,Kansas,Haskell,3576,,TRUE
Kansas,Jefferson,37,9.1,22,65,9,14,37,79.6,73702,1187,20,,,,Kansas,Hodgeman,1755,,TRUE
Kansas,Jewell,41,7.2,26,373,11,15,3,80.2,52362,184,19,,,,Kansas,Jackson,13286,,TRUE
Kansas,Johnson,29,9.1,15,12285,7,12,97,81.4,93220,26682,20,,,,Kansas,Jefferson,18344,,TRUE
Kansas,Kearny,38,8.3,29,128,11,15,65,79,76518,451,18,,,,Kansas,Jewell,2898,,TRUE
Kansas,Kingman,38,7.9,22,830,9,14,53,66,58917,419,20,,,,Kansas,Johnson,619195,,TRUE
Kansas,Kiowa,38,7.6,24,336,10,15,37,75.9,55600,215,19,,,,Kansas,Kearny,3855,,TRUE
Kansas,Labette,41,7.3,25,1533,11,16,52,75,49185,1328,19,,,,Kansas,Kingman,7193,,TRUE
Kansas,Lane,38,8,24,121,10,15,,,61506,130,20,,,,Kansas,Kiowa,2404,,TRUE
Kansas,Leavenworth,37,7.8,23,8395,8,13,85,78.4,81325,4398,21,,,,Kansas,Labette,19757,,TRUE
Kansas,Lincoln,38,7.8,23,309,10,15,1,80.2,53199,196,20,,,,Kansas,Lane,1556,,TRUE
Kansas,Linn,39,7.6,25,468,11,15,43,76.3,57104,732,20,,,,Kansas,Leavenworth,82892,,TRUE
Kansas,Logan,38,8.2,24,135,10,15,75,77.3,61365,208,20,,,,Kansas,Lincoln,2899,,TRUE
Kansas,Lyon,40,8.1,25,1952,10,15,75,77.9,51420,3025,18,,,,Kansas,Linn,9796,,TRUE
Kansas,McPherson,32,8.2,21,2438,9,14,80,78.7,64853,1752,19,,,,Kansas,Logan,2705,,TRUE
Kansas,Marion,33,7.9,23,1278,9,14,35,78.1,56983,791,19,,,,Kansas,Lyon,31898,,TRUE
Kansas,Marshall,35,7.8,24,1303,9,15,38,77.4,55737,558,21,,,,Kansas,McPherson,30012,,TRUE
Kansas,Meade,37,7.6,26,755,10,15,27,74.5,68909,474,19,,,,Kansas,Marion,11868,,TRUE
Kansas,Miami,37,8.4,22,2186,8,14,70,80.1,77550,1657,20,,,,Kansas,Marshall,9982,,TRUE
Kansas,Mitchell,39,7.7,23,567,10,15,70,78.4,59001,326,19,,,,Kansas,Meade,3897,,TRUE
Kansas,Montgomery,41,6.7,27,3634,11,15,76,75,49251,2479,17,,,,Kansas,Miami,34867,,TRUE
Kansas,Morris,37,7.7,22,589,9,14,65,78,53808,392,19,,,,Kansas,Mitchell,5738,,TRUE
Kansas,Morton,38,7.4,28,304,11,15,89,71.7,57476,259,18,,,,Kansas,Montgomery,30996,,TRUE
Kansas,Nemaha,35,8.1,21,901,9,14,65,79.1,68755,490,20,,,,Kansas,Morris,5349,,TRUE
Kansas,Neosho,39,7.5,23,862,10,15,72,75.2,51056,1091,19,,,,Kansas,Morton,2599,,TRUE
Kansas,Ness,37,7.9,24,303,10,15,,76.7,57269,239,20,,,,Kansas,Nemaha,10115,,TRUE
Kansas,Norton,37,8.3,24,439,9,14,62,76.6,52131,296,21,,,,Kansas,Neosho,15606,,TRUE
Kansas,Osage,42,7.9,25,824,10,15,63,76.8,63166,1058,19,,,,Kansas,Ness,2645,,TRUE
Kansas,Osborne,37,7.8,25,305,10,15,42,78.1,52866,239,20,,,,Kansas,Norton,5301,,TRUE
Kansas,Ottawa,37,7.9,22,604,9,14,2,76.8,58366,336,19,,,,Kansas,Osage,15654,,TRUE
Kansas,Pawnee,40,7.6,26,609,10,15,67,76.7,54004,331,20,,,,Kansas,Osborne,3490,,TRUE
Kansas,Phillips,36,7.4,23,636,9,15,56,78.2,54720,342,19,,,,Kansas,Ottawa,5795,,TRUE
Kansas,Pottawatomie,34,9,20,432,8,14,46,80.8,78296,1456,20,,,,Kansas,Pawnee,6179,,TRUE
Kansas,Pratt,36,7.9,23,936,10,14,81,75.8,58506,754,20,,,,Kansas,Phillips,4809,,TRUE
Kansas,Rawlins,37,7.3,25,346,10,15,56,78,49823,148,19,,,,Kansas,Pottawatomie,26273,,TRUE
Kansas,Reno,42,7.6,25,5814,10,15,66,77.5,52121,4569,18,,,,Kansas,Pratt,9067,,TRUE
Kansas,Republic,37,8.4,21,308,9,14,50,75.9,50131,246,19,,,,Kansas,Rawlins,2528,,TRUE
Kansas,Rice,39,7.7,24,913,10,14,67,77.4,58384,658,20,,,,Kansas,Reno,61516,,TRUE
Kansas,Riley,34,5.7,22,17703,10,14,86,80.5,57144,5312,20,,,,Kansas,Republic,4642,,TRUE
Kansas,Rooks,34,8.6,22,196,9,15,41,77.8,51957,418,20,,,,Kansas,Rice,9407,,TRUE
Kansas,Rush,36,7.7,22,351,9,14,30,74.6,53110,189,20,,,,Kansas,Riley,71108,,TRUE
Kansas,Russell,38,7.7,23,569,10,15,68,75.6,48071,535,19,,,,Kansas,Rooks,4813,,TRUE
Kansas,Saline,38,7.9,25,3352,10,14,80,77.7,57643,4022,17,,,,Kansas,Rush,2927,,TRUE
Kansas,Scott,36,8.8,25,222,10,15,84,78.3,66233,412,19,,,,Kansas,Russell,6639,,TRUE
Kansas,Sedgwick,35,7.2,22,46833,9,15,82,76.5,60540,46160,18,,,,Kansas,Saline,53596,,TRUE
Kansas,Seward,41,8.4,34,1763,12,15,91,78.1,61897,3070,17,,,,Kansas,Scott,5014,,TRUE
Kansas,Shawnee,37,7.6,22,19180,9,14,88,76.3,56625,11287,18,,,,Kansas,Sedgwick,525525,,TRUE
Kansas,Sheridan,38,8.2,23,307,9,14,57,77.8,58786,113,20,,,,Kansas,Seward,21358,,TRUE
Kansas,Sherman,37,6.7,22,1431,9,14,79,78.2,54207,440,20,,,,Kansas,Shawnee,177480,,TRUE
Kansas,Smith,36,7.7,22,435,9,15,63,79.6,49756,200,19,,,,Kansas,Sheridan,2425,,TRUE
Kansas,Stafford,37,8,25,360,10,15,46,75.5,52542,373,18,,,,Kansas,Sherman,5830,,TRUE
Kansas,Stanton,39,8.5,29,59,11,15,74,78.1,65457,217,17,,,,Kansas,Smith,3533,,TRUE
Kansas,Stevens,41,7.8,29,612,11,15,28,79.8,64368,688,18,,,,Kansas,Stafford,3993,,TRUE
Kansas,Sumner,37,7.7,23,1138,10,15,56,75.5,58342,1579,18,,,,Kansas,Stanton,1963,,TRUE
Kansas,Thomas,38,7.4,22,1395,9,14,78,76,61169,585,20,,,,Kansas,Stevens,5175,,TRUE
Kansas,Trego,36,8.9,23,84,9,15,71,79.4,56619,179,20,,,,Kansas,Sumner,22473,,TRUE
Kansas,Wabaunsee,37,7.8,22,908,8,14,14,79.7,72031,417,21,,,,Kansas,Thomas,7893,,TRUE
Kansas,Wallace,35,7.6,23,126,9,14,35,,59241,93,20,,,,Kansas,Trego,2752,,TRUE
Kansas,Washington,40,7.5,23,898,9,14,33,80.3,55590,393,20,,,,Kansas,Wabaunsee,7019,,TRUE
Kansas,Wichita,37,9,24,48,9,14,74,74.9,58549,199,19,,,,Kansas,Wallace,1488,,TRUE
Kansas,Wilson,39,7.2,25,730,11,16,37,75.6,46829,541,19,,,,Kansas,Washington,5501,,TRUE
Kansas,Woodson,37,7.2,26,326,10,15,11,76.6,41706,221,19,,,,Kansas,Wichita,2064,,TRUE
Kansas,Wyandotte,46,6.8,32,21384,12,15,93,74.7,54943,19251,17,,,,Kansas,Wilson,8622,,TRUE
Kentucky,,37,6.5,29,277473,14,18,70,75.1,55532,207717,17,,,,Kansas,Woodson,3109,,FALSE
Kentucky,Adair,40,7.4,33,635,15,19,44,74.7,42112,930,17,,,,Kansas,Wyandotte,165746,,FALSE
Kentucky,Allen,38,7.2,32,1726,14,19,26,74.7,51485,1059,17,,,,Kentucky,Kentucky,4512310,,TRUE
Kentucky,Anderson,36,7.9,30,500,13,18,29,75.4,67773,1101,17,,,,Kentucky,Adair,19067,,TRUE
Kentucky,Ballard,40,8.1,32,1,14,19,33,76.5,53491,394,17,,,,Kentucky,Allen,21275,,TRUE
Kentucky,Barren,38,6.4,34,3202,15,20,53,75.3,49245,2464,16,,,,Kentucky,Anderson,24224,,TRUE
Kentucky,Bath,39,7,35,107,15,20,37,72,43410,573,17,,,,Kentucky,Ballard,7650,,TRUE
Kentucky,Bell,44,5.4,40,2867,18,22,88,70.6,31033,1187,15,,,,Kentucky,Barren,44854,,TRUE
Kentucky,Boone,38,8.3,24,10760,10,17,91,78.9,85284,5292,18,,,,Kentucky,Bath,12829,,TRUE
Kentucky,Bourbon,40,7,32,2450,14,19,53,75.2,58304,1044,17,,,,Kentucky,Bell,23568,,TRUE
Kentucky,Boyd,40,6.3,30,6243,13,19,74,73.8,48979,1854,17,,,,Kentucky,Boone,139093,,TRUE
Kentucky,Boyle,38,7.3,31,2085,13,18,73,76.7,52940,1180,17,,,,Kentucky,Bourbon,20093,,TRUE
Kentucky,Bracken,40,7.9,33,19,14,19,0,73.7,55347,367,17,,,,Kentucky,Boyd,48110,,TRUE
